,Company,TypeName,Ram,Gpu,OpSys,Weight,Price,TouchScreen,IPS,PPI,CPU_,SSD,HDD
32,HP,Notebook,4,AMD,Windows,2.71,23389.92,0,0,127.33567457123111,AMD processor,0,500
33,Dell,Ultrabook,16,Intel,Windows,1.2,99580.32,1,0,276.053530085501,Intel Core i7,512,0
34,Apple,Ultrabook,8,Intel,Mac,1.35,53173.44,0,0,127.67794013309688,Intel Core i5,0,0
35,Lenovo,Notebook,4,Intel,Windows,1.44,13266.72,0,0,111.93520355955211,Intel Processor,0,0
36,Acer,Notebook,4,Intel,Linux,2.1,19553.76,0,0,100.45466986113651,Intel Core i3,0,1000
37,Dell,Notebook,8,AMD,Windows,2.8,52161.12,0,1,127.33567457123111,Intel Core i5,128,1000
38,HP,Notebook,4,Intel,Windows,1.86,26037.4032,0,0,100.45466986113651,Intel Core i5,0,1000
39,HP,Notebook,8,Nvidia,Windows,2.1,46833.12,0,0,141.21199808219862,Intel Core i5,256,0
40,Asus,Notebook,4,Intel,Linux,2.0,20725.92,0,0,141.21199808219862,Intel Core i3,0,1000
41,Dell,Gaming,16,Nvidia,Windows,2.65,79866.72,0,1,141.21199808219862,Intel Core i7,256,1000
42,Asus,Notebook,8,Nvidia,Linux,2.3,27864.9072,0,0,100.45466986113651,Intel Core i5,0,1000
43,Acer,Notebook,4,Intel,Windows,2.2,36336.96,0,1,141.21199808219862,Intel Core i5,256,0
44,Dell,2 in 1 Convertible,12,Nvidia,Windows,2.77,53226.72,1,0,127.33567457123111,Intel Core i5,0,1000
45,Apple,Ultrabook,8,Intel,macOS,1.37,75604.31999999999,0,1,226.98300468106115,Intel Core i5,256,0
46,Lenovo,Notebook,4,Intel,No,2.2,19660.32,0,0,100.45466986113651,Intel Core i3,128,0
47,Asus,Gaming,8,AMD,Windows,3.2,69210.72,0,0,127.33567457123111,AMD processor,256,1000
48,Dell,Notebook,4,AMD,Windows,2.3,34045.92,0,0,141.21199808219862,Intel Core i5,256,0
49,Asus,Notebook,4,Nvidia,Windows,2.8,24828.48,0,0,90.58340172449303,Intel Processor,0,1000
50,Lenovo,2 in 1 Convertible,4,Intel,Android,0.69,16996.32,1,1,224.17380907857276,Intel Processor,0,0
51,Acer,Notebook,8,Nvidia,Windows,2.2,44808.48,0,1,141.21199808219862,Intel Core i7,256,0
52,HP,Notebook,4,AMD,Windows,1.86,21231.5472,0,0,141.21199808219862,AMD processor,256,0
53,HP,Notebook,8,Intel,Windows,1.49,58767.84,0,0,165.6321180513006,Intel Core i7,512,0
54,Acer,Notebook,4,Intel,Windows,2.4,20459.52,0,0,100.45466986113651,Intel Core i3,0,1000
55,Dell,Notebook,8,AMD,Windows,2.13,40908.384,0,0,141.21199808219862,Intel Core i7,256,0
56,HP,Notebook,4,Intel,Windows,1.91,23389.92,0,0,141.21199808219862,Intel Core i3,128,0
57,Asus,Notebook,4,Intel,Windows,2.0,31232.203200000004,0,0,100.45466986113651,Intel Core i5,256,0
58,MSI,Gaming,16,Nvidia,Windows,2.43,130482.72,0,0,127.33567457123111,Intel Core i7,256,2000
59,Asus,Notebook,4,Intel,Linux,2.0,22111.2,0,0,141.21199808219862,Intel Core i3,256,0
60,Dell,Notebook,16,AMD,Windows,2.8,69210.72,0,0,127.33567457123111,Intel Core i7,256,2000
61,Dell,Ultrabook,8,Intel,Windows,1.7,46833.12,0,0,157.3505121487356,Intel Core i5,256,0
62,Lenovo,Notebook,8,Intel,No,1.7,31914.72,0,1,157.3505121487356,Intel Core i3,256,0
63,Asus,Notebook,8,Intel,Windows,1.4,50136.48,0,0,157.3505121487356,Intel Core i5,256,0
64,HP,Notebook,8,Intel,Windows,1.86,36763.2,0,0,141.21199808219862,Intel Core i5,256,0
65,Asus,Ultrabook,16,Nvidia,Windows,1.8,105654.24,0,0,141.21199808219862,Intel Core i7,512,0
66,HP,Notebook,4,AMD,Windows,1.86,23373.4032,0,0,100.45466986113651,Intel Core i3,0,500
67,HP,Notebook,4,Intel,Windows,1.44,12201.12,0,0,111.93520355955211,Intel Processor,32,0
68,Lenovo,Notebook,4,Intel,Windows,1.9,29250.72,0,0,141.21199808219862,Intel Core i5,0,1000
69,Asus,Gaming,12,Nvidia,Linux,3.0,50562.72,0,0,127.33567457123111,Intel Core i7,0,1000
70,Microsoft,Ultrabook,4,Intel,Windows,1.252,58021.92,1,0,200.84255993695703,Intel Core i5,128,0
71,Dell,Ultrabook,8,AMD,Windows,1.4,50882.4,0,1,165.6321180513006,Intel Core i7,256,0
72,Dell,Notebook,8,AMD,Windows,2.2,46353.6,0,0,141.21199808219862,Intel Core i7,256,0
73,MSI,Gaming,8,Nvidia,Windows,2.7,58341.6,0,0,127.33567457123111,Intel Core i5,128,1000
74,Acer,Notebook,8,Intel,Windows,2.1,20725.92,0,0,111.93520355955211,Intel Core i3,0,1000
75,Asus,Gaming,8,Nvidia,Windows,2.2,50562.72,0,0,141.21199808219862,Intel Core i7,0,1000
76,Lenovo,Notebook,8,Intel,No,2.2,27652.32,0,0,141.21199808219862,Intel Core i5,0,2000
77,Dell,Notebook,8,Intel,Windows,2.02,45554.4,0,0,141.21199808219862,Intel Core i7,128,1000
78,Acer,Notebook,4,Nvidia,Windows,2.2,28238.4,0,0,141.21199808219862,Intel Core i3,0,1000
79,HP,Notebook,8,Nvidia,Windows,2.5,52054.56,0,0,127.33567457123111,Intel Core i5,128,1000
80,Dell,Ultrabook,8,Intel,Windows,1.88,58403.4048,0,1,141.21199808219862,Intel Core i5,256,0
81,Apple,Ultrabook,8,Intel,macOS,0.92,80452.8,0,1,226.41554716935852,Intel Core i5,512,0
82,HP,Notebook,8,Intel,Windows,1.63,45820.8,0,0,157.3505121487356,Intel Core i5,256,0
83,Lenovo,Notebook,4,AMD,Windows,2.2,21258.72,0,0,141.21199808219862,AMD processor,128,0
84,Acer,Notebook,4,AMD,Windows,2.1,21045.6,0,0,100.45466986113651,AMD processor,0,1000
85,Dell,Gaming,16,Nvidia,Windows,2.65,71874.72,0,1,141.21199808219862,Intel Core i7,128,1000
86,HP,Ultrabook,8,Nvidia,Windows,1.83,37242.72,0,1,141.21199808219862,Intel Core i7,256,0
87,HP,Notebook,8,Intel,Windows,1.96,31914.1872,0,0,141.21199808219862,Intel Core i5,256,0
88,Asus,Gaming,16,Nvidia,Windows,2.2,77202.72,0,1,141.21199808219862,Intel Core i7,128,1000
89,Dell,Ultrabook,8,Intel,Windows,1.21,87858.72,0,1,165.6321180513006,Intel Core i7,256,0
90,Asus,Gaming,8,AMD,Windows,2.45,37242.72,0,0,141.21199808219862,AMD processor,0,1000
91,Acer,Notebook,8,Nvidia,Windows,2.2,36709.92,0,0,141.21199808219862,Intel Core i7,0,1000
92,HP,Notebook,16,Intel,Windows,1.49,63776.16,0,0,165.6321180513006,Intel Core i7,512,0
93,Dell,Gaming,8,Nvidia,Windows,2.65,63669.6,0,0,141.21199808219862,Intel Core i5,256,0
94,Asus,Ultrabook,8,Intel,Windows,1.25,55890.72,0,0,157.3505121487356,Intel Core i7,256,0
95,Acer,2 in 1 Convertible,8,Intel,Windows,1.5,45128.16,1,1,165.6321180513006,Intel Core i5,256,0
96,Dell,Notebook,8,AMD,Linux,2.2,31962.672,0,0,141.21199808219862,Intel Core i7,0,1000
97,Dell,Notebook,4,AMD,Linux,2.2,25840.8,0,0,141.21199808219862,Intel Core i3,256,0
98,Asus,Notebook,6,Nvidia,Windows,2.0,30742.56,0,0,141.21199808219862,Intel Core i3,256,0
99,HP,Gaming,12,Nvidia,Windows,2.62,66546.72,0,1,141.21199808219862,Intel Core i7,128,1000
100,HP,Notebook,8,AMD,Windows,1.91,38308.32,0,0,141.21199808219862,Intel Core i7,256,0
101,HP,Notebook,4,AMD,Windows,2.1,18594.72,0,0,141.21199808219862,AMD processor,0,500
102,Dell,Notebook,8,AMD,Linux,2.2,34472.16,0,0,141.21199808219862,Intel Core i5,0,1000
103,HP,Ultrabook,8,Nvidia,Windows,1.38,59620.32,0,1,165.6321180513006,Intel Core i7,256,0
104,Microsoft,Ultrabook,8,Intel,Windows,1.252,71395.2,1,0,200.84255993695703,Intel Core i5,256,0
105,HP,Notebook,6,Nvidia,Windows,1.58,35111.52,0,1,157.3505121487356,Intel Core i5,256,0
106,Lenovo,Notebook,4,Intel,Windows,1.85,22105.872,0,0,141.21199808219862,Intel Core i3,0,1000
107,Asus,Ultrabook,8,Nvidia,Windows,1.3,63563.04,0,1,157.3505121487356,Intel Core i7,256,0
108,MSI,Gaming,16,Nvidia,Windows,2.2,69210.72,0,0,141.21199808219862,Intel Core i7,256,1000
109,Lenovo,Notebook,8,Intel,Windows,1.58,78854.4,0,1,157.3505121487356,Intel Core i7,256,0
110,Asus,Ultrabook,16,Nvidia,Windows,1.5,67239.36,0,0,141.21199808219862,Intel Core i7,256,1000
111,Dell,Ultrabook,8,Intel,Windows,1.23,73473.12,1,0,276.053530085501,Intel Core i7,256,0
112,Lenovo,2 in 1 Convertible,8,Intel,Windows,1.37,74538.72,1,1,165.6321180513006,Intel Core i5,256,0
113,HP,Notebook,4,Intel,Windows,1.63,38468.16,0,1,111.93520355955211,Intel Core i5,0,500
114,Dell,Ultrabook,8,Intel,Windows,1.21,86793.12,0,1,165.6321180513006,Intel Core i5,256,0
115,HP,2 in 1 Convertible,8,Intel,Windows,1.26,74538.1872,1,1,165.6321180513006,Intel Core i5,256,0
116,HP,Notebook,8,Intel,Windows,1.63,57755.52,0,0,157.3505121487356,Intel Core i7,512,0
117,Dell,Notebook,8,Nvidia,Windows,2.16,60223.98239999999,0,1,141.21199808219862,Intel Core i7,256,1000
118,Asus,Notebook,4,Nvidia,Windows,2.0,30049.92,0,0,127.33567457123111,Intel Core i3,0,1000
119,Asus,Notebook,8,Nvidia,Windows,1.7,59567.04,0,0,141.21199808219862,Intel Core i7,256,0
120,Acer,Notebook,6,Intel,Windows,2.1,25521.12,1,1,141.21199808219862,Intel Core i3,0,1000
121,MSI,Gaming,16,Nvidia,Windows,1.8,119427.12,0,0,141.21199808219862,Intel Core i7,256,2000
122,Lenovo,Notebook,8,Nvidia,No,2.2,33513.119999999995,0,0,141.21199808219862,Intel Core i5,256,0
123,HP,Notebook,16,Nvidia,Windows,2.5,67718.88,0,0,127.33567457123111,Intel Core i7,512,0
124,Acer,Notebook,4,AMD,Windows,2.1,24029.28,0,0,100.45466986113651,AMD processor,256,0
125,HP,Notebook,4,Intel,No,1.86,13799.52,0,0,100.45466986113651,Intel Processor,0,500
126,HP,Notebook,8,Intel,Windows,1.63,43263.36,0,0,157.3505121487356,Intel Core i5,0,1000
127,Asus,Notebook,4,AMD,Windows,1.65,14811.3072,0,0,111.93520355955211,AMD processor,64,0
128,Dell,Notebook,16,AMD,Windows,2.8,74378.87999999999,0,0,127.33567457123111,Intel Core i7,256,2000
129,HP,Notebook,8,Intel,Windows,2.5,49443.84,0,0,127.33567457123111,Intel Core i5,256,0
130,Dell,Notebook,8,AMD,Windows,2.36,34045.3872,0,0,100.45466986113651,Intel Core i5,0,1000
131,Dell,Notebook,4,AMD,Windows,2.2,23922.72,0,0,141.21199808219862,Intel Core i3,0,1000
132,Acer,Ultrabook,8,Intel,Windows,1.6,47099.52,0,1,157.3505121487356,Intel Core i7,256,0
133,Acer,Notebook,4,Nvidia,Windows,2.2,30476.16,0,0,141.21199808219862,Intel Core i3,256,0
134,HP,Notebook,8,Intel,Windows,2.05,31861.44,0,0,100.45466986113651,Intel Core i7,0,1000
135,HP,Notebook,8,Intel,Windows,1.63,52640.64,0,0,157.3505121487356,Intel Core i7,256,0
136,Lenovo,Notebook,4,Intel,No,1.9,13445.7408,0,0,100.45466986113651,Intel Processor,0,1000
137,Asus,Gaming,8,Nvidia,Windows,3.0,49976.64,0,0,127.33567457123111,Intel Core i5,128,1000
138,Lenovo,Notebook,4,Nvidia,No,2.2,26586.72,0,0,141.21199808219862,Intel Core i5,0,1000
139,HP,Notebook,4,Intel,Windows,1.32,37242.72,0,1,165.6321180513006,Intel Core i5,256,0
140,Acer,Notebook,4,Nvidia,Windows,3.0,34898.4,0,1,127.33567457123111,Intel Core i3,0,1000
141,Lenovo,Notebook,8,AMD,Windows,1.75,59461.5456,0,1,157.3505121487356,Intel Core i5,256,0
142,Lenovo,Gaming,8,Nvidia,No,2.4,46300.32,0,1,141.21199808219862,Intel Core i7,256,0
143,Toshiba,Notebook,4,Intel,Windows,2.1,32074.56,0,0,100.45466986113651,Intel Core i5,0,500
144,HP,Notebook,4,AMD,Windows,1.86,19660.32,0,0,100.45466986113651,AMD processor,256,0
145,Asus,Ultrabook,8,Intel,Windows,1.25,58554.72,0,0,157.3505121487356,Intel Core i7,256,0
146,HP,Ultrabook,8,Intel,Windows,0.97,107305.92,1,1,352.4651472131677,Intel Processor,512,0
147,Asus,Notebook,4,Intel,Windows,2.0,18328.32,0,0,141.21199808219862,Intel Processor,0,1000
148,MSI,Gaming,16,Nvidia,Windows,2.9,108105.12,0,0,127.33567457123111,Intel Core i7,256,1000
149,Acer,Notebook,4,Intel,Windows,2.1,23816.16,0,0,100.45466986113651,Intel Core i3,0,1000
150,Dell,Gaming,16,Nvidia,Windows,2.56,66560.5728,0,0,141.21199808219862,Intel Core i7,512,0
151,Dell,Gaming,8,Nvidia,Windows,2.62,47898.72,0,0,141.21199808219862,Intel Core i7,0,0
152,Lenovo,Notebook,4,Intel,Windows,1.9,26533.44,0,0,100.45466986113651,Intel Core i5,128,0
153,MSI,Gaming,16,Nvidia,Windows,2.8,100699.2,0,0,127.33567457123111,Intel Core i7,256,1000
154,HP,Ultrabook,4,Intel,Windows,1.48,57648.96,0,0,157.3505121487356,Intel Core i5,256,0
155,HP,Notebook,6,AMD,Windows,1.91,32980.32,0,0,141.21199808219862,Intel Core i5,256,0
156,Lenovo,2 in 1 Convertible,4,Intel,Windows,1.74,33513.119999999995,1,1,157.3505121487356,Intel Core i3,256,0
157,Asus,2 in 1 Convertible,8,Intel,Windows,1.1,70063.2,1,0,165.6321180513006,Intel Core i5,256,0
158,Dell,2 in 1 Convertible,8,Intel,Windows,1.56,55890.72,1,0,141.21199808219862,Intel Core i7,256,0
159,Toshiba,Notebook,4,Intel,Windows,2.1,23816.16,0,0,100.45466986113651,Intel Core i3,0,500
160,Asus,Notebook,4,AMD,Windows,2.03,21471.84,0,0,100.45466986113651,AMD processor,0,1000
161,Acer,Notebook,4,Nvidia,Windows,3.0,42890.4,0,1,127.33567457123111,Intel Core i5,256,0
162,Dell,Notebook,8,AMD,Windows,2.13,38787.84,0,0,141.21199808219862,Intel Core i5,256,0
163,Lenovo,Gaming,16,Nvidia,Windows,2.5,57489.12,0,1,141.21199808219862,Intel Core i7,256,0
164,Acer,Notebook,4,Intel,Windows,2.1,18541.44,0,0,100.45466986113651,Intel Processor,0,1000
165,MSI,Gaming,16,Nvidia,Windows,2.4,95850.72,0,1,141.21199808219862,Intel Core i7,256,1000
166,Acer,Notebook,4,Intel,Windows,2.1,19367.8128,0,0,100.45466986113651,Intel Processor,0,1000
167,Dell,Gaming,8,Nvidia,Windows,2.56,56502.9072,0,0,141.21199808219862,Intel Core i7,128,1000
168,Acer,Notebook,8,Nvidia,Windows,3.0,45501.12,0,1,127.33567457123111,Intel Core i5,256,0
169,HP,Notebook,4,Intel,Windows,1.49,40173.12,0,1,165.6321180513006,Intel Core i5,0,500
170,Huawei,Ultrabook,8,Intel,Windows,1.05,71874.72,0,1,199.69207064108247,Intel Core i5,256,0
171,HP,Notebook,6,AMD,Windows,2.71,37242.72,0,1,127.33567457123111,Intel Core i5,0,2000
172,Lenovo,Notebook,4,AMD,No,2.2,16463.52,0,0,100.45466986113651,AMD processor,0,500
173,Toshiba,Notebook,4,Intel,Windows,2.0,26053.92,0,0,100.45466986113651,Intel Core i3,0,500
174,HP,Notebook,8,Nvidia,Windows,2.5,49177.44,0,0,127.33567457123111,Intel Core i5,256,0
175,Dell,Notebook,8,Intel,Windows,2.3,24455.52,0,0,100.45466986113651,Intel Core i3,0,1000
176,Acer,Notebook,4,Intel,Windows,2.1,23922.72,0,0,100.45466986113651,Intel Core i3,128,0
177,MSI,Gaming,32,Nvidia,Windows,4.4,149130.72,0,0,119.7232157653423,Intel Core i7,512,1000
178,Lenovo,Notebook,8,AMD,Windows,1.9,43316.64,0,0,141.21199808219862,Intel Core i5,128,1000
179,HP,2 in 1 Convertible,8,Intel,Windows,1.29,79866.72,1,1,331.2642361026012,Intel Core i5,256,0
180,Dell,Notebook,16,AMD,Linux,2.02,55890.72,0,0,141.21199808219862,Intel Core i7,256,2000
181,Dell,Ultrabook,8,Intel,Windows,1.23,74538.72,0,0,165.6321180513006,Intel Core i5,256,0
182,Lenovo,2 in 1 Convertible,16,Intel,Windows,1.4,98514.72,1,1,316.96506044349616,Intel Core i7,512,0
183,Toshiba,Notebook,8,Intel,Windows,2.0,42251.04,0,0,100.45466986113651,Intel Core i5,128,0
184,Xiaomi,Notebook,8,Nvidia,No,1.95,63882.72,0,1,141.21199808219862,Intel Core i5,256,0
185,Dell,Notebook,16,Nvidia,Windows,2.77,82530.72,1,0,127.33567457123111,Intel Core i7,512,0
186,Dell,Notebook,16,Nvidia,Windows,2.06,127712.16,1,0,282.42399616439724,Intel Core i7,512,0
187,Lenovo,Gaming,8,Nvidia,No,2.4,41505.12,0,1,141.21199808219862,Intel Core i5,256,0
188,Acer,Ultrabook,8,Intel,Windows,1.12,52693.92,0,1,165.6321180513006,Intel Core i5,256,0
189,Dell,Notebook,8,AMD,Windows,2.8,57808.8,0,0,127.33567457123111,Intel Core i7,128,1000
190,Lenovo,2 in 1 Convertible,16,Intel,Windows,1.42,150462.72,1,0,209.8006828649808,Intel Core i7,1000,0
191,Vero,Notebook,4,Intel,Windows,1.3,13852.8,0,1,157.3505121487356,Intel Processor,0,0
192,Xiaomi,Ultrabook,8,Nvidia,No,1.3,53274.67199999999,0,1,165.6321180513006,Intel Core i5,256,0
193,Lenovo,Notebook,8,Nvidia,No,2.8,37189.44,0,0,106.11306214269258,Intel Core i5,256,0
194,Dell,2 in 1 Convertible,8,Intel,Windows,1.62,44701.92,1,1,165.6321180513006,Intel Core i7,0,1000
195,HP,Notebook,8,Nvidia,Windows,2.5,48697.92,0,1,127.33567457123111,Intel Core i5,0,1000
196,Razer,Gaming,32,Nvidia,Windows,3.49,324954.72,1,0,254.67134914246222,Intel Core i7,1000,0
197,HP,Notebook,8,Intel,Windows,1.49,51095.52,0,0,165.6321180513006,Intel Core i5,512,0
198,HP,Gaming,16,Nvidia,Windows,3.35,73473.12,0,1,127.33567457123111,Intel Core i7,256,1000
199,HP,Notebook,8,Nvidia,Windows,2.5,55677.6,0,0,127.33567457123111,Intel Core i7,256,0
200,Dell,Gaming,16,Nvidia,Windows,2.65,98301.6,0,1,282.42399616439724,Intel Core i7,512,1000
201,Lenovo,Notebook,4,Intel,Windows,2.1,26267.04,0,0,100.45466986113651,Intel Core i5,128,0
202,Acer,Notebook,8,Nvidia,Windows,2.23,39533.76,0,0,141.21199808219862,Intel Core i7,0,1000
203,Lenovo,Gaming,16,Nvidia,Windows,3.2,93186.72,0,1,141.21199808219862,Intel Core i7,512,1000
204,Dell,Workstation,16,Nvidia,Windows,2.8,162770.4,0,0,282.42399616439724,Intel Processor,256,1000
205,Lenovo,Gaming,16,Nvidia,No,2.4,74485.44,0,0,141.21199808219862,Intel Core i7,512,0
206,Dell,Notebook,6,Intel,Windows,2.3,23389.92,1,0,100.45466986113651,Intel Core i3,0,1000
207,Dell,Ultrabook,8,Intel,Windows,1.21,103842.72,1,1,331.2642361026012,Intel Core i7,256,0
208,Dell,Ultrabook,8,Intel,Windows,1.2,77202.72,0,0,165.6321180513006,Intel Core i7,256,0
209,Lenovo,Notebook,8,Intel,Windows,2.2,31808.16,0,0,100.45466986113651,Intel Core i5,256,0
210,Acer,Notebook,8,Nvidia,Linux,2.4,41505.12,0,0,141.21199808219862,Intel Core i7,0,1000
211,Asus,Gaming,16,Nvidia,Windows,2.9,74964.95999999999,0,0,127.33567457123111,Intel Core i7,256,1000
212,HP,Notebook,4,Intel,No,2.1,18594.72,0,0,141.21199808219862,Intel Core i3,0,500
213,Lenovo,Notebook,8,Intel,No,2.2,29250.72,0,0,141.21199808219862,Intel Core i5,256,0
214,Huawei,Ultrabook,8,Intel,Windows,1.05,79866.72,0,1,199.69207064108247,Intel Core i7,512,0
215,Dell,Ultrabook,8,AMD,Windows,1.4,49650.5664,0,1,165.6321180513006,Intel Core i7,256,0
216,Lenovo,Notebook,8,Nvidia,No,2.8,31381.92,0,0,106.11306214269258,Intel Core i5,0,1000
217,HP,Notebook,8,Nvidia,Windows,1.63,54931.68,0,0,157.3505121487356,Intel Core i7,256,0
218,Dell,Ultrabook,8,Intel,Windows,1.6,61218.72,0,0,157.3505121487356,Intel Core i5,256,0
219,Dell,2 in 1 Convertible,16,Intel,Windows,1.62,68145.12,1,0,165.6321180513006,Intel Core i7,512,0
220,Dell,Notebook,8,AMD,Linux,2.2,36089.208,0,0,141.21199808219862,Intel Core i5,256,0
221,Lenovo,2 in 1 Convertible,8,Intel,Windows,1.74,47898.72,0,1,157.3505121487356,Intel Core i5,256,0
222,Toshiba,Ultrabook,8,Intel,Windows,1.2,72620.64,0,0,165.6321180513006,Intel Core i7,256,0
223,HP,Notebook,8,Intel,Windows,2.1,42304.32,0,0,141.21199808219862,Intel Core i5,0,1000
224,Dell,Gaming,16,Nvidia,Windows,4.42,130873.7952,0,1,127.33567457123111,Intel Core i7,256,1000
225,Acer,Notebook,8,Nvidia,Windows,2.2,44328.96,0,0,141.21199808219862,Intel Core i7,256,0
226,Dell,Notebook,16,AMD,Windows,2.3,45768.0528,1,0,141.21199808219862,Intel Core i7,0,1000
227,Asus,Notebook,8,Nvidia,Windows,2.0,40972.32,0,0,141.21199808219862,Intel Core i5,256,0
228,Asus,Notebook,8,Nvidia,Windows,2.69,47472.48,0,0,127.33567457123111,Intel Core i5,256,500
229,HP,Notebook,8,AMD,Windows,1.9,67612.31999999999,0,0,141.21199808219862,Intel Core i7,0,1000
230,Asus,Notebook,4,Intel,Windows,2.37,21258.1872,0,0,100.45466986113651,Intel Core i3,0,1000
231,HP,Notebook,4,AMD,Windows,2.1,17582.399999999998,0,0,100.45466986113651,AMD processor,0,500
232,Lenovo,Gaming,16,Nvidia,Windows,3.2,79866.72,0,1,141.21199808219862,Intel Core i7,256,1000
233,Dell,Notebook,8,Intel,Windows,1.6,45767.52,0,0,157.3505121487356,Intel Core i5,256,0
234,Acer,2 in 1 Convertible,8,Intel,Windows,1.6,36709.92,1,1,165.6321180513006,Intel Core i5,256,0
235,Dell,Notebook,16,AMD,Linux,2.36,47898.72,0,0,141.21199808219862,Intel Core i7,256,0
236,Acer,Notebook,4,Intel,Linux,2.1,20779.2,0,0,100.45466986113651,Intel Core i3,0,1000
237,Asus,Notebook,4,AMD,Windows,2.2,30636.0,0,0,141.21199808219862,AMD processor,128,1000
238,Asus,Gaming,32,Nvidia,Windows,4.7,207259.2,0,0,127.33567457123111,Intel Core i7,512,1000
239,Acer,Gaming,8,Nvidia,Windows,2.5,45074.88,0,1,141.21199808219862,Intel Core i5,256,0
240,Lenovo,Notebook,8,Intel,Windows,2.2,31381.92,0,0,100.45466986113651,Intel Core i3,128,0
241,Asus,Notebook,8,Nvidia,Windows,2.1,61005.6,0,0,127.33567457123111,Intel Core i7,128,1000
242,Asus,Notebook,8,Nvidia,No,2.69,47365.92,0,0,127.33567457123111,Intel Core i7,128,1000
243,Dell,Gaming,8,Nvidia,Windows,2.56,46833.12,0,0,141.21199808219862,Intel Core i5,256,0
244,Lenovo,2 in 1 Convertible,8,Intel,Windows,1.38,57489.12,1,1,158.48253022174808,Intel Core i7,256,0
245,Dell,Notebook,8,AMD,Windows,2.2,52480.8,0,0,141.21199808219862,Intel Core i7,128,2000
246,HP,Notebook,8,Intel,Windows,2.04,29783.52,1,0,100.45466986113651,Intel Core i5,0,1000
247,Asus,Gaming,16,Nvidia,Windows,3.6,159786.72,0,0,127.33567457123111,Intel Core i7,256,0
248,HP,Notebook,4,Intel,Windows,1.49,35964.0,0,1,165.6321180513006,Intel Core i5,0,500
249,Apple,Ultrabook,8,Intel,macOS,1.37,108691.2,0,1,226.98300468106115,Intel Core i5,512,0
250,Dell,2 in 1 Convertible,8,Intel,Windows,2.08,43636.32,1,1,141.21199808219862,Intel Core i7,0,1000
251,Asus,Gaming,16,Nvidia,Windows,4.3,95850.72,0,0,127.33567457123111,Intel Core i7,256,1000
252,Asus,Notebook,4,AMD,Windows,1.68,24988.32,0,0,100.45466986113651,AMD processor,0,1000
253,Lenovo,2 in 1 Convertible,8,Intel,Windows,1.37,98514.72,1,1,158.48253022174808,Intel Core i7,512,0
254,Acer,Notebook,4,Nvidia,Windows,3.0,37402.56,0,1,127.33567457123111,Intel Core i3,256,0
255,Dell,Ultrabook,8,Intel,Windows,1.41,50562.72,0,0,165.6321180513006,Intel Core i5,256,0
256,HP,Notebook,8,AMD,Windows,1.91,23757.552,0,0,100.45466986113651,AMD processor,128,0
257,HP,Notebook,16,Nvidia,Windows,2.9,56423.52,0,1,127.33567457123111,Intel Core i7,0,1000
258,MSI,Gaming,16,Nvidia,Windows,4.14,133146.72,0,0,127.33567457123111,Intel Core i7,512,1000
259,Lenovo,2 in 1 Convertible,8,Nvidia,Windows,2.0,90522.72,1,1,141.21199808219862,Intel Core i7,512,0
260,Dell,Notebook,8,AMD,Windows,2.8,60845.76,0,0,127.33567457123111,Intel Core i7,128,1000
261,Lenovo,Notebook,4,Intel,No,2.2,23656.32,0,0,141.21199808219862,Intel Core i3,256,0
262,HP,Notebook,4,Intel,Windows,2.1,38468.16,0,1,141.21199808219862,Intel Core i5,0,500
263,Dell,Notebook,4,Intel,Windows,2.18,35004.96,0,0,141.21199808219862,Intel Core i5,0,1000
264,Dell,Notebook,8,AMD,Windows,2.24,30103.2,0,0,141.21199808219862,Intel Core i5,0,1000
265,Dell,2 in 1 Convertible,8,Intel,Windows,2.67,42570.72,1,0,141.21199808219862,Intel Core i5,256,0
266,Asus,2 in 1 Convertible,8,Intel,Windows,1.1,79866.72,1,0,165.6321180513006,Intel Core i7,512,0
267,Lenovo,Notebook,4,Intel,No,2.2,24881.76,0,0,141.21199808219862,Intel Core i5,0,1000
268,HP,Notebook,8,Nvidia,Windows,2.5,54239.04,0,0,127.33567457123111,Intel Core i7,0,1000
269,Lenovo,Notebook,8,Intel,Windows,2.05,46886.4,0,0,141.21199808219862,Intel Core i7,256,0
270,Apple,Ultrabook,8,Intel,macOS,1.37,104370.192,0,1,226.98300468106115,Intel Core i5,512,0
271,Asus,Gaming,16,AMD,Windows,3.2,82530.72,0,0,127.33567457123111,AMD processor,256,1000
272,Dell,Notebook,8,AMD,Linux,2.14,39164.5296,0,0,141.21199808219862,Intel Core i7,256,0
273,Lenovo,2 in 1 Convertible,16,Intel,Windows,1.36,133146.72,1,0,209.8006828649808,Intel Core i7,512,0
274,Toshiba,Notebook,8,Nvidia,Windows,2.2,43263.36,0,0,100.45466986113651,Intel Core i7,0,500
275,Dell,Notebook,12,Intel,Windows,2.3,37992.3696,0,0,100.45466986113651,Intel Core i7,0,1000
276,Dell,Notebook,8,AMD,Linux,2.8,58554.72,0,0,127.33567457123111,Intel Core i7,128,1000
277,Acer,Notebook,8,Nvidia,Windows,2.2,39693.6,0,1,141.21199808219862,Intel Core i7,0,1000
278,Lenovo,Notebook,4,Intel,Windows,2.8,26053.92,0,0,106.11306214269258,Intel Core i3,0,1000
279,Lenovo,Notebook,8,Nvidia,No,2.8,45234.72,0,0,127.33567457123111,Intel Core i7,0,2000
280,Lenovo,Notebook,6,Nvidia,Windows,2.8,45767.52,0,0,106.11306214269258,Intel Core i7,128,1000
